GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Ant Example,org.apache.cassandra.locator,DynamicEndpointSnitch.new Runnable() {...},0,10,0,0,0,3,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.locator,DynamicEndpointSnitch.new Comparator() {...},22,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.locator,AbstractEndpointSnitch.new Comparator() {...},17,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.locator,TokenMetadata.Topology.Builder,77,180,12,12,18,37,12,10,3,7
JaCoCo Ant Example,org.apache.cassandra.locator,CloudstackSnitch,330,0,34,0,71,0,24,0,7,0
JaCoCo Ant Example,org.apache.cassandra.locator,SimpleSeedProvider,11,52,0,2,4,10,0,4,0,3
JaCoCo Ant Example,org.apache.cassandra.locator,SnitchProperties,59,0,4,0,16,0,6,0,4,0
JaCoCo Ant Example,org.apache.cassandra.locator,ReconnectableSnitchHelper,108,0,20,0,29,0,21,0,11,0
JaCoCo Ant Example,org.apache.cassandra.locator,LocalStrategy,13,13,0,0,4,5,2,4,2,4
JaCoCo Ant Example,org.apache.cassandra.locator,AbstractReplicationStrategy,235,300,27,27,34,68,29,17,7,12
JaCoCo Ant Example,org.apache.cassandra.locator,PropertyFileSnitch.new WrappedRunnable() {...},11,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.locator,SimpleStrategy,7,72,3,7,2,19,3,7,0,5
JaCoCo Ant Example,org.apache.cassandra.locator,TokenMetadata.Topology,12,53,0,2,3,11,3,5,3,4
JaCoCo Ant Example,org.apache.cassandra.locator,TokenMetadata.new AbstractIterator() {...},9,66,2,8,1,11,2,5,0,2
JaCoCo Ant Example,org.apache.cassandra.locator,TokenMetadata.new Comparator() {...},0,11,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.locator,GossipingPropertyFileSnitch,225,0,36,0,54,0,25,0,7,0
JaCoCo Ant Example,org.apache.cassandra.locator,RackInferringSnitch,21,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.locator,AbstractNetworkTopologySnitch,89,0,24,0,20,0,14,0,2,0
JaCoCo Ant Example,org.apache.cassandra.locator,EndpointSnitchInfo,22,10,0,0,5,3,5,2,5,2
JaCoCo Ant Example,org.apache.cassandra.locator,InetAddressAndPort,205,0,26,0,46,0,29,0,16,0
JaCoCo Ant Example,org.apache.cassandra.locator,SimpleSnitch,3,7,0,0,2,3,2,3,2,3
JaCoCo Ant Example,org.apache.cassandra.locator,AbstractEndpointSnitch,62,4,10,0,14,2,9,2,4,2
JaCoCo Ant Example,org.apache.cassandra.locator,GoogleCloudSnitch,210,0,22,0,46,0,16,0,5,0
JaCoCo Ant Example,org.apache.cassandra.locator,OldNetworkTopologyStrategy,183,0,28,0,38,0,19,0,5,0
JaCoCo Ant Example,org.apache.cassandra.locator,PendingRangeMaps,150,114,14,4,30,24,13,4,4,4
JaCoCo Ant Example,org.apache.cassandra.locator,PropertyFileSnitch,465,0,54,0,93,0,37,0,10,0
JaCoCo Ant Example,org.apache.cassandra.locator,NetworkTopologyStrategy.DatacenterEndpoints,102,0,20,0,23,0,14,0,4,0
JaCoCo Ant Example,org.apache.cassandra.locator,PendingRangeMaps.new Comparator() {...},2,19,1,1,1,4,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.locator,PendingRangeMaps.new Comparator() {...},2,19,1,1,1,4,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.locator,PendingRangeMaps.new Comparator() {...},2,19,1,1,1,4,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.locator,PendingRangeMaps.new Comparator() {...},2,19,1,1,1,4,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.locator,Ec2MultiRegionSnitch,47,0,2,0,13,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.locator,DynamicEndpointSnitch,422,289,64,26,92,71,56,18,17,12
JaCoCo Ant Example,org.apache.cassandra.locator,NetworkTopologyStrategy,305,0,44,0,59,0,32,0,10,0
JaCoCo Ant Example,org.apache.cassandra.locator,Ec2Snitch,208,0,24,0,44,0,17,0,5,0
JaCoCo Ant Example,org.apache.cassandra.locator,TokenMetadata,1580,760,196,64,273,167,155,41,35,31
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,KeepAliveMessage.new StreamMessage.Serializer() {...},8,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,FileMessageHeader.FileMessageHeaderSerializer,318,0,30,0,56,0,19,0,4,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,FileMessageHeader,286,0,22,0,59,0,20,0,9,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,RetryMessage,35,0,0,0,8,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,RetryMessage.new StreamMessage.Serializer() {...},30,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,PrepareMessage.new StreamMessage.Serializer() {...},96,0,8,0,17,0,7,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,CompleteMessage,11,0,0,0,4,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,CompleteMessage.new StreamMessage.Serializer() {...},8,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,KeepAliveMessage,11,0,0,0,4,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,OutgoingFileMessage,166,0,18,0,33,0,16,0,7,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,IncomingFileMessage.new StreamMessage.Serializer() {...},47,0,2,0,9,0,4,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,SessionFailedMessage.new StreamMessage.Serializer() {...},8,0,0,0,3,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,OutgoingFileMessage.new StreamMessage.Serializer() {...},22,0,0,0,7,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,ReceivedMessage.new StreamMessage.Serializer() {...},30,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,PrepareMessage,66,0,2,0,13,0,4,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,StreamInitMessage.StreamInitMessageSerializer,115,0,0,0,24,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,StreamInitMessage,115,0,8,0,30,0,7,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,ReceivedMessage,35,0,0,0,8,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,StreamMessage,76,0,4,0,23,0,8,0,6,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,StreamMessage.Type,157,0,4,0,20,0,6,0,4,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,SessionFailedMessage,11,0,0,0,4,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.streaming.messages,IncomingFileMessage,33,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.scheduler,NoScheduler,5,3,0,0,3,1,3,1,3,1
JaCoCo Ant Example,org.apache.cassandra.scheduler,WeightedQueue.Entry,9,0,0,0,4,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.scheduler,RoundRobinScheduler,180,0,14,0,49,0,16,0,9,0
JaCoCo Ant Example,org.apache.cassandra.scheduler,WeightedQueue,85,0,4,0,15,0,6,0,4,0
JaCoCo Ant Example,org.apache.cassandra.utils.logging,NoOpFallbackLoggingSupport,16,0,0,0,6,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.utils.logging,LoggingSupportFactory,8,22,2,2,2,6,2,2,0,2
JaCoCo Ant Example,org.apache.cassandra.utils.logging,LogbackLoggingSupport,120,44,20,2,26,12,15,3,4,3
JaCoCo Ant Example,org.apache.cassandra.utils.logging,LogbackLoggingSupport.SMAwareReconfigureOnChangeFilter,2,28,2,2,1,10,2,2,0,2
JaCoCo Ant Example,org.apache.cassandra.utils.logging,LoggingSupport,2,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.RangeForQuery,0,12,0,0,0,5,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.service,PendingRangeCalculatorService,25,65,2,0,8,14,3,5,2,5
JaCoCo Ant Example,org.apache.cassandra.service,ResponseResolver,3,27,0,0,1,9,1,3,1,3
JaCoCo Ant Example,org.apache.cassandra.service,CacheService,268,152,30,4,80,42,37,7,20,7
JaCoCo Ant Example,org.apache.cassandra.service,DigestResolver,94,51,18,6,19,10,14,5,2,5
JaCoCo Ant Example,org.apache.cassandra.service,ReadCallback,221,200,40,16,26,51,30,12,3,11
JaCoCo Ant Example,org.apache.cassandra.service,DataResolver.RepairMergeListener.MergeListener,756,0,80,0,112,0,56,0,16,0
JaCoCo Ant Example,org.apache.cassandra.service,CacheService.RowCacheSerializer,57,9,13,1,10,1,9,2,2,2
JaCoCo Ant Example,org.apache.cassandra.service,DataResolver,189,49,13,1,32,11,11,4,4,4
JaCoCo Ant Example,org.apache.cassandra.service,AbstractWriteResponseHandler,88,122,10,4,21,32,11,8,4,8
JaCoCo Ant Example,org.apache.cassandra.service,ClientState,426,176,79,11,98,43,64,14,22,11
JaCoCo Ant Example,org.apache.cassandra.service,ActiveRepairService,876,0,99,0,188,0,73,0,23,0
JaCoCo Ant Example,org.apache.cassandra.service,CacheService.KeyCacheSerializer,160,3,16,0,29,1,11,1,3,1
JaCoCo Ant Example,org.apache.cassandra.service,AbstractReadExecutor.SpeculatingReadExecutor,152,0,16,0,30,0,12,0,4,0
JaCoCo Ant Example,org.apache.cassandra.service,GCInspector,115,333,15,25,32,71,17,13,3,6
JaCoCo Ant Example,org.apache.cassandra.service,DatacenterWriteResponseHandler,55,0,10,0,9,0,10,0,5,0
JaCoCo Ant Example,org.apache.cassandra.service,GCInspector.State,0,60,0,0,0,12,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,SnapshotVerbHandler,40,7,2,0,7,2,2,2,1,2
JaCoCo Ant Example,org.apache.cassandra.service,CassandraDaemon.NativeAccess,4,3,0,0,2,1,2,1,2,1
JaCoCo Ant Example,org.apache.cassandra.service,PendingRangeCalculatorService.new RejectedExecutionHandler() {...},3,6,0,0,2,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.service,DefaultFSErrorHandler,67,7,16,0,27,2,12,2,3,2
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.DroppableRunnable,12,24,1,1,4,9,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,AbstractReadExecutor.NeverSpeculatingReadExecutor,12,22,1,1,2,6,2,3,1,3
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.HintRunnable,37,0,2,0,10,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,MigrationManager.new WrappedRunnable() {...},0,10,0,0,0,3,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,NativeTransportService,92,101,12,6,20,32,14,7,5,7
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.LocalReadRunnable,34,61,3,1,8,14,2,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,LoadBroadcaster,11,66,0,4,4,21,3,10,3,8
JaCoCo Ant Example,org.apache.cassandra.service,MigrationTask,75,0,6,0,20,0,7,0,4,0
JaCoCo Ant Example,org.apache.cassandra.service,ClientWarn.State,41,0,4,0,7,0,5,0,3,0
JaCoCo Ant Example,org.apache.cassandra.service,DataResolver.ShortReadPartitionsProtection.ShortReadRowsProtection,232,0,26,0,40,0,19,0,6,0
JaCoCo Ant Example,org.apache.cassandra.service,AbstractReadExecutor,103,193,22,16,18,40,16,10,1,6
JaCoCo Ant Example,org.apache.cassandra.service,LoadBroadcaster.new Runnable() {...},3,19,1,1,1,5,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,StorageService.Mode,0,84,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.SinglePartitionReadLifecycle,130,53,10,4,25,17,8,7,1,7
JaCoCo Ant Example,org.apache.cassandra.service,AsyncRepairCallback.new WrappedRunnable() {...},11,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.ViewWriteMetricsWrapped,20,0,0,0,6,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,ReadCallback.AsyncRepairRunner,111,0,12,0,21,0,9,0,3,0
JaCoCo Ant Example,org.apache.cassandra.service,CassandraDaemon,362,535,60,52,102,164,54,32,12,18
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.LocalMutationRunnable.new StorageProxy.HintRunnable() {...},11,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.RangeMerger,34,57,4,6,7,15,3,4,0,2
JaCoCo Ant Example,org.apache.cassandra.service,StorageService.RangeRelocator,433,0,44,0,73,0,27,0,5,0
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.new StartupCheck() {...},27,11,4,2,4,5,3,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.new StartupCheck() {...},8,21,0,2,2,6,0,3,0,2
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.new StartupCheck() {...},27,11,4,2,4,5,3,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,ActiveRepairService.new Runnable() {...},16,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,ActiveRepairService.new IAsyncCallbackWithFailure() {...},35,0,0,0,8,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.service,ActiveRepairService.new Runnable() {...},24,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,ActiveRepairService.new Runnable() {...},18,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,DigestMismatchException,22,0,0,0,5,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.new IAsyncCallback() {...},23,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.new StorageProxy.HintRunnable() {...},87,0,8,0,16,0,6,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.BatchlogEndpoints,45,0,4,0,10,0,3,0,1,0
JaCoCo Ant Example,org.apache.cassandra.service,DataResolver.RepairMergeListener.MergeListener.new RowDiffListener() {...},93,0,20,0,16,0,16,0,6,0
JaCoCo Ant Example,org.apache.cassandra.service,EchoVerbHandler,0,26,0,0,0,6,0,3,0,3
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy,2971,740,278,52,644,154,240,30,89,16
JaCoCo Ant Example,org.apache.cassandra.service,QueryState,55,18,10,0,14,6,9,4,4,4
JaCoCo Ant Example,org.apache.cassandra.service,PendingRangeCalculatorService.PendingRangeTask,10,27,1,3,1,7,1,2,0,1
JaCoCo Ant Example,org.apache.cassandra.service,AsyncRepairCallback,35,0,2,0,10,0,4,0,3,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.LocalMutationRunnable,35,28,3,1,10,11,3,2,1,2
JaCoCo Ant Example,org.apache.cassandra.service,CacheService.CounterCacheSerializer.new Callable() {...},142,0,10,0,23,0,7,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,MigrationListener,29,5,0,0,19,3,16,3,16,3
JaCoCo Ant Example,org.apache.cassandra.service,MigrationManager,1254,225,102,20,248,49,113,16,57,11
JaCoCo Ant Example,org.apache.cassandra.service,TruncateResponseHandler,105,0,10,0,22,0,10,0,5,0
JaCoCo Ant Example,org.apache.cassandra.service,DataResolver.ShortReadPartitionsProtection,275,0,32,0,43,0,23,0,7,0
JaCoCo Ant Example,org.apache.cassandra.service,ActiveRepairService.ParentRepairSession.new Predicate() {...},37,0,10,0,5,0,7,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,EmbeddedCassandraService,17,0,0,0,6,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,CacheService.CacheType,0,48,0,0,0,8,0,3,0,3
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.WriteResponseHandlerWrapper,9,0,0,0,4,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.service,ActiveRepairService.Status,44,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.service,MigrationManager.MigrationsSerializer,72,8,6,0,13,2,6,2,3,2
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.RangeCommandIterator,77,277,6,18,16,50,6,12,0,6
JaCoCo Ant Example,org.apache.cassandra.service,StorageService.new Runnable() {...},28,0,0,0,11,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageService.new SSTableLoader.Client() {...},58,0,4,0,12,0,5,0,3,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageService.new Predicate() {...},11,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageService.new FutureCallback() {...},25,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageService,8147,1771,986,151,1705,427,788,102,249,63
JaCoCo Ant Example,org.apache.cassandra.service,StorageService.new WrappedRunnable() {...},11,6,2,0,5,1,2,1,1,1
JaCoCo Ant Example,org.apache.cassandra.service,StorageService.new FutureCallback() {...},115,0,6,0,19,0,6,0,3,0
JaCoCo Ant Example,org.apache.cassandra.service,AbstractReadExecutor.AlwaysSpeculatingReadExecutor,49,0,4,0,10,0,6,0,4,0
JaCoCo Ant Example,org.apache.cassandra.service,MigrationTask.new IAsyncCallback() {...},24,0,0,0,7,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks,59,220,7,9,8,41,7,10,1,8
JaCoCo Ant Example,org.apache.cassandra.service,BatchlogResponseHandler,81,0,2,0,24,0,13,0,12,0
JaCoCo Ant Example,org.apache.cassandra.service,WriteResponseHandler,31,29,1,1,6,9,5,3,4,3
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.RangeIterator,5,60,1,3,0,16,1,4,0,3
JaCoCo Ant Example,org.apache.cassandra.service,ClientWarn,34,17,6,0,12,5,7,3,4,3
JaCoCo Ant Example,org.apache.cassandra.service,CacheService.RowCacheSerializer.new Callable() {...},66,0,0,0,7,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.9.new SimpleFileVisitor() {...},30,33,7,3,8,5,6,2,1,2
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.new StartupCheck() {...},13,15,4,2,4,6,3,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.new StartupCheck() {...},17,10,1,1,3,4,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.new StartupCheck() {...},25,79,8,10,6,16,7,6,0,4
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.new StartupCheck() {...},6,6,1,1,1,3,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.new StartupCheck() {...},8,17,2,2,2,7,2,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.new StartupCheck() {...},3,7,1,1,1,3,1,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.new StartupCheck() {...},24,61,1,3,5,12,1,3,0,2
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.new StartupCheck() {...},0,6,0,0,0,3,0,2,0,2
JaCoCo Ant Example,org.apache.cassandra.service,StartupChecks.new StartupCheck() {...},20,49,6,4,9,15,5,3,0,3
JaCoCo Ant Example,org.apache.cassandra.service,DatacenterSyncWriteResponseHandler,139,0,16,0,28,0,13,0,5,0
JaCoCo Ant Example,org.apache.cassandra.service,ActiveRepairService.ParentRepairSession,530,0,56,0,92,0,40,0,12,0
JaCoCo Ant Example,org.apache.cassandra.service,DataResolver.RepairMergeListener,132,0,14,0,30,0,13,0,6,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.SingleRangeResponse,12,33,3,3,3,12,3,4,0,4
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.new StorageProxy.LocalMutationRunnable() {...},38,0,4,0,11,0,5,0,3,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.new StorageProxy.LocalMutationRunnable() {...},18,0,0,0,7,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.new StorageProxy.LocalMutationRunnable() {...},13,21,2,0,4,6,1,3,0,3
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.new StorageProxy.DroppableRunnable() {...},62,0,8,0,9,0,7,0,3,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.new StorageProxy.WritePerformer() {...},6,22,3,3,0,4,3,3,0,3
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.new StorageProxy.WritePerformer() {...},7,3,0,0,2,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.new StorageProxy.WritePerformer() {...},9,3,0,0,3,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.new Predicate() {...},17,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.service,BatchlogResponseHandler.BatchlogCleanup,22,0,2,0,9,0,4,0,3,0
JaCoCo Ant Example,org.apache.cassandra.service,StorageProxy.new CacheLoader() {...},5,3,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.service,GCInspector.GCState,0,37,0,2,0,11,0,3,0,2
JaCoCo Ant Example,org.apache.cassandra.service,CacheService.CounterCacheSerializer,64,9,15,1,11,1,10,2,2,2
JaCoCo Ant Example,org.apache.cassandra.service,CassandraDaemon.new MetricRegistryListener.Base() {...},26,3,0,0,6,1,1,1,1,1
JaCoCo Ant Example,org.apache.cassandra.service,CassandraDaemon.new Thread.UncaughtExceptionHandler() {...},68,6,10,0,14,1,6,1,1,1
JaCoCo Ant Example,org.apache.cassandra.exceptions,RepairException,28,0,0,0,7,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,UnavailableException,46,0,0,0,9,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,IsBootstrappingException,5,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,CassandraException,18,0,0,0,7,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,TruncateException,19,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,RequestFailureReason,70,0,4,0,11,0,5,0,3,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,ReadTimeoutException,10,0,0,0,3,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,FunctionExecutionException,46,0,0,0,9,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,UnauthorizedException,11,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,SyntaxException,5,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,AlreadyExistsException,41,0,0,0,8,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,RequestExecutionException,11,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,OverloadedException,5,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,InvalidRequestException,5,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,WriteFailureException,11,0,0,0,3,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,RequestFailureException,34,0,0,0,6,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,ConfigurationException,33,0,0,0,12,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,RequestTimeoutException,22,0,0,0,5,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,WriteTimeoutException,10,0,0,0,3,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,StartupException,15,0,0,0,6,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,RequestValidationException,11,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,ExceptionCode,262,0,4,0,30,0,5,0,3,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,ReadFailureException,11,0,0,0,3,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,AuthenticationException,11,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.exceptions,PreparedQueryNotFoundException,18,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.disk,StaticTokenTreeBuilder.new AbstractIterator() {...},28,0,2,0,5,0,3,0,2,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.disk,StaticTokenTreeBuilder,224,0,18,0,56,0,18,0,9,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.disk,AbstractTokenTreeBuilder.Leaf.PackedCollisionLeafEntry,37,0,0,0,8,0,4,0,4,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.disk,OnDiskIndex.Level,53,0,8,0,8,0,7,0,3,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.disk,OnDiskIndexBuilder.InMemoryPointerTerm,24,0,0,0,8,0,3,0,3,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.disk,OnDiskIndexBuilder.InMemoryDataTerm,11,0,0,0,4,0,1,0,1,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.disk,AbstractTokenTreeBuilder.Node.Header,27,0,0,0,6,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.disk,Descriptor,15,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.disk,AbstractTokenTreeBuilder.Node,104,0,12,0,21,0,15,0,9,0
JaCoCo Ant Example,org.apache.cassandra.index.sasi.disk,OnDiskIndexBuilder,499,0,42,0,95,0,34,0,13,0
